Column1.taxCode,Column1.description,Column1.parentTaxCode,Column1.isPhysical,Column1.isActive
PF050904,"Food And Food Ingredients-snacks (non-candy, no eating utensils) Ice cream =/< half a pint",PF050900,VERDADEIRO,VERDADEIRO
PC031114,Receiving Blankets,PC030100,VERDADEIRO,VERDADEIRO
PF052114,Beverage / Nutrition Label / Non Carbonated / Fruit Juice = 70% to 99.99% / Ready to Drink (RTD),PF050200,VERDADEIRO,VERDADEIRO
PF040726,FL State Flag,PF040000,VERDADEIRO,VERDADEIRO
PA029612,Fertilizer: Non-Food Producing Plants: Includes:  Manure / Compost / Scotts / Lime,PA020200,VERDADEIRO,VERDADEIRO
PF052162,Beverage / Nutrition Label / Non Carbonated / Liquid Concentrate / Vegetable Juice = 25% to 50.00%,PF050200,VERDADEIRO,VERDADEIRO
PF050085,Food & Food Ingredients - Appetizers (Flour or Egg-Based Items),PF050000,VERDADEIRO,VERDADEIRO
PF051834,Beverage / Non-Alcoholic Beers / Non-Alcoholic Wines With A Juice Content Of 0-50%  (Non-Alcoholic Is Less Than 1/2 Of 1% Or 0.5% ABV),PF050096,VERDADEIRO,VERDADEIRO
PC040168,Clothing And Related Products (Business-To-Customer) - Aqua Shoes,PC040100,VERDADEIRO,VERDADEIRO
PF050323,"Candy, caramel, chocolate, glazed, honey, or yogurt coated granola bars / Individual Sized Portion / Equal To  2.499 Ounces Or Less / Or Is Labeled As A Single Serving /  Or Size Is Unknown",PF050303,VERDADEIRO,VERDADEIRO
PF051459,Trail Mix That Contains Sweetened Cranberries / Individual Sized Portion / Equal To 2.499 Ounces Or Less / Or Is Labeled As A Single Serving / Or Size Is Unknown,PF051458,VERDADEIRO,VERDADEIRO
PF051977,Beverage / Nutrition Label / Tea / Sweetened / Liquid Concentrate Only,PF050200,VERDADEIRO,VERDADEIRO
PF050108,"Food & Food Ingredients - Prepackaged, ready-to-eat dips",PF050300,VERDADEIRO,VERDADEIRO
PF050905,Food and Food Ingredients - Empty Ice Cream Cones; not ice cream novelties,PF050300,VERDADEIRO,VERDADEIRO
PF051474,Candy And Yogurt Covered Granola Bars That Contain Flour (The First Ingredient Is NOT Granola),PF050300,VERDADEIRO,VERDADEIRO
PC041226,Hair Bows - Fabric,PC040200,VERDADEIRO,VERDADEIRO
PF051978,Beverage / Supplement Label / Tea / Sweetened & Unsweetened / Non Carbonated / Ready to Drink (RTD),PF050200,VERDADEIRO,VERDADEIRO
PA029613,Peat Moss / Peat Pots,PA020200,VERDADEIRO,VERDADEIRO
PF052122,Beverage / Nutrition Label / Powdered Drink Mix / Sweetened / Mix With Water:  No Tea,PF050200,VERDADEIRO,VERDADEIRO
PF050086,"Food & Food Ingredients - Appetizers (Sweets, Confectionery, Savory Snack Products)",PF050000,VERDADEIRO,VERDADEIRO
PC030168,Clothing And Related Products (Business-To-Business) - Aqua Shoes,PC030100,VERDADEIRO,VERDADEIRO
PF040727,US Flag Kit - Includes Cloth Car Flags,PF040000,VERDADEIRO,VERDADEIRO
PF052167,Beverage / Nutrition Label / Non Carbonated / Vegetable Juice = 0.1% to 9.99% / RTD,PF050200,VERDADEIRO,VERDADEIRO
PF050416,Popcorn or Candy in a Basket or Tin Wherein Exempt Item Items Constitute 90% to 100% of the Total Value of the Container,PF050400,VERDADEIRO,VERDADEIRO
PF050111,Food and Food ingredients - Ice Cream over 16 oz (1 pint),PF050300,VERDADEIRO,VERDADEIRO
PF050109,"Food & Food Ingredients - Fruit bars, granola bars, breakfast bars, contain flour, not candy-coated",PF050300,VERDADEIRO,VERDADEIRO
PF050908,Food & Food Ingredients - Single serving yogurts of 8oz or less,PF050900,VERDADEIRO,VERDADEIRO
PF051594,Cooking Wines / Cooking Sherry,PF050500,VERDADEIRO,VERDADEIRO
PF051490,Confection Popcorn That Contains Flour,PF050300,VERDADEIRO,VERDADEIRO
PF051338,"Cake Pop, Brownie Pop and Cookie Pop Kits with durable items",PF050500,VERDADEIRO,VERDADEIRO
PC031226,Hair Bows - Fabric,PC030200 ,VERDADEIRO,VERDADEIRO
PC031138,Belt Buckles And Belt Tips Without The Belt,PC030200 ,VERDADEIRO,VERDADEIRO
PC041138,Belt Buckles And Belt Tips Without The Belt,PC040200,VERDADEIRO,VERDADEIRO
PF051690,Ice Cream Novelties Packaged Equal to Or Greater Than A Pint (16 oz) AND 2 Count Or More (Includes Cups Of Ice Cream and Popsicles w/ Greater Than 50% Juice),PF050900,VERDADEIRO,VERDADEIRO
PF051986,Beverage / Nutrition Label / Carbonated / 0 - 50% Juice / Soda,PF050100,VERDADEIRO,VERDADEIRO
PF040728,NJ State Flag,PF040000,VERDADEIRO,VERDADEIRO
PF050612,Electrolyte Products: Ready to Drink (RTD) / Pediatric Products Only,PF050600,VERDADEIRO,VERDADEIRO
PC041234,Hair Net / Slumber Caps,PC040200,VERDADEIRO,VERDADEIRO
PA029614,All Other Seeds Including Grass Seeds  (Does Not Include Bird Seed),PA020200,VERDADEIRO,VERDADEIRO
PA020003,Fertilizer: Food Producing Plants  / Plant Food For Food Producing Plants / Root Tone,PA020200,VERDADEIRO,VERDADEIRO
PF052130,Beverage / Nutrition Label / Powdered Drink Mix / Unsweetened / Mix With Water:  No Tea / May Also Be An Unsweetened Concentrate,PF050200,VERDADEIRO,VERDADEIRO
PF050087,Food & Food Ingredients - Canned Food,PF050000,VERDADEIRO,VERDADEIRO
PF050089,Food & Food Ingredients - Hams and Iberian cold meats,PF050000,VERDADEIRO,VERDADEIRO
PF051850,Beverage / Nutritional Label / Powder / Contains Milk or Milk Derivatives (including Whey Protein Isolate) / Or is Mixed With Milk,PF050200,VERDADEIRO,VERDADEIRO
PF051858,Beverage / Nutrition Label / Carbonated / Contains Milk / RTD,PF050100,VERDADEIRO,VERDADEIRO
PF051475,Candy And Yogurt Covered Granola Bars That Contain Flour (The First Ingredient Is NOT Granola) /Individual Sized Portion / Equal To 2.499 Ounces Or Less / Or Is Labeled As A Single Serving / Or Size Is Unknown,PF051474,VERDADEIRO,VERDADEIRO
PF052169,Beverage / Nutrition Label / Non Carbonated / Frozen Concentrate / Vegetable Juice = 25% to 50.00% ,PF050200,VERDADEIRO,VERDADEIRO
PF052168,Beverage / Nutrition Label / Non Carbonated / Vegetable Juice = 10% to 24.99% / RTD,PF050200,VERDADEIRO,VERDADEIRO
PF050417,Popcorn or Candy in a Basket or Tin Wherein Exempt Item Items Constitute 51% to 89% of the Total Value of the Container,PF050400,VERDADEIRO,VERDADEIRO
PF052131,Beverage / Nutrition Label / Hot cocoa mixes,PF050210,VERDADEIRO,VERDADEIRO
PF050113,Food & Food Ingredients - Confectionery spreads and dessert sauces,PF050300,VERDADEIRO,VERDADEIRO
PA200522,Containers,PA200000,VERDADEIRO,VERDADEIRO
PA200546,Mirrors,PA200000,VERDADEIRO,VERDADEIRO
PF050613,Electrolyte Products: Powders or Concentrates / Pediatric Products Only,PF050600,VERDADEIRO,VERDADEIRO
PF051498,Candy With an Item of Nominal Value - Candy Must be the Predominant Value,PF050400,VERDADEIRO,VERDADEIRO
PF040730,PA State Flag,PF040000,VERDADEIRO,VERDADEIRO
PF051506,Trail Mixes That Contain a Confection and NO FLOUR  (Candy / Caramel Popcorn / Confection Nuts or Fruits),PF050318,VERDADEIRO,VERDADEIRO
PF050654,Stimulants (Caffeine) - SNAP Ineligible,PF050700,VERDADEIRO,VERDADEIRO
PF051354,Food Dyes And Coloring,PF050500,VERDADEIRO,VERDADEIRO
PC031234,Hair Net / Slumber Caps,PC030200 ,VERDADEIRO,VERDADEIRO
PF051698,Ice Cream Novelties Packaged Equal to Or Greater Than A Pint (16 oz) AND 1 Count (Includes Cups Of Ice Cream and Popsicles w/ Greater Than 50% Juice),PF050900,VERDADEIRO,VERDADEIRO
PF051706,Ice Cream Novelties Packaged Less Than A Pint (16 oz) AND 2 Count Or More (Includes Cups Of Ice Cream and Popsicles w/ Greater Than 50% Juice),PF050900,VERDADEIRO,VERDADEIRO
PF052002,Beverage / Supplement Label / Non Carbonated / Contains Some Juice / Ready to Drink (RTD),PF050200,VERDADEIRO,VERDADEIRO
PF052170,Beverage / Nutrition Label / Non Carbonated / Vegetable Juice = 50.01% to 69.99% / Ready to Drink (RTD),PF050200,VERDADEIRO,VERDADEIRO
PF040731,RI State Flag,PF040000,VERDADEIRO,VERDADEIRO
PC031242,Shower Caps,PC030200 ,VERDADEIRO,VERDADEIRO
PF052018,Beverage / Nutrition Label / Liquid Concentrate / Sweetened / Fruit Juice = 0%:,PF050200,VERDADEIRO,VERDADEIRO
PF052178,Beverage / Nutrition Label / Non Carbonated / Vegetable Juice = 70% to 99.99% / Ready to Drink (RTD),PF050200,VERDADEIRO,VERDADEIRO
PC041242,Shower Caps,PC040200,VERDADEIRO,VERDADEIRO
PF050064,BBQ Sunflower Seeds,PF050800,VERDADEIRO,VERDADEIRO
PF050062,"Unsweetened baking chocolate in bars, drops, or pieces",PF050300,VERDADEIRO,VERDADEIRO
PF050091,Food & Food Ingredients - Jam/Jelly,PF050000,VERDADEIRO,VERDADEIRO
PF050117,Food & Food Ingredients - Chocolate a la taza and chocolate familiar a la taza,PF050300,VERDADEIRO,VERDADEIRO
PC040065,Clothing & related products - Mouth Guard - Customized,PC040400,VERDADEIRO,VERDADEIRO
PF051866,"Beverage / Nutrition Label / Non Carbonated / Contains Milk, Soy, Whey or Rice / Juice Content 25% - 50% / RTD",PF050200,VERDADEIRO,VERDADEIRO
PF051874,"Beverage / Nutrition Label / Non Carbonated / Milk is not the primary ingredient / Contains soy, whey, or rice and a juice content of 0% - 24.99% / RTD",PF050200,VERDADEIRO,VERDADEIRO
PF170000,Beverage Ingredients / Food Grade Carbon Dioxide / Soda Stream Refills,P0000000,VERDADEIRO,VERDADEIRO
PF052132,Beverage / Nutrition Label / Beverage powders with milk and coffee,PF050210,VERDADEIRO,VERDADEIRO
PF052133,Beverage / Nutrition Label / Nesquik and Ovaltine milk flavoring powders,PF050210,VERDADEIRO,VERDADEIRO
PF052138,Beverage / Nutrition Label / TANG Powdered Drink Mix / Sweetened / Mix With Water,PF050200,VERDADEIRO,VERDADEIRO
PF052210,Beverage / Water / Nutrition Label / Artificially Carbonated / Sweetened / Flavored,PF050100,VERDADEIRO,VERDADEIRO
PF050655,Water Pills Containing Pama Brom,PF050700,VERDADEIRO,VERDADEIRO
PF051370,Candy / Does Not Contain Flour / Contains Alcohol,,VERDADEIRO,VERDADEIRO
PC031034,Athletic Supporters With A Cup,PC030400,VERDADEIRO,VERDADEIRO
PF051714,Ice Cream Novelties Packaged Less Than A Pint (16 oz) AND 1 Count (Includes Cups Of Ice Cream and Popsicles w/ Greater Than 50% Juice),PF050900,VERDADEIRO,VERDADEIRO
PF040732,WI State Flag,PF040000,VERDADEIRO,VERDADEIRO
PF050067,Food & Food Ingredients - Ice cream - containers less than 200 ml (approximately 0.42 pint),PF050900,VERDADEIRO,VERDADEIRO
PF050118,Food & Food Ingredients - Coated Granola cereal,PF050300,VERDADEIRO,VERDADEIRO
PF051882,"Beverage/Nutrition Label/Non Carbonated/Contains Milk, Soy, Whey or Rice, juice content of 0% - 24% / RTD Non-body builder, non-athlete product. Added protein, designed to remedy a dietary deficiency",PF050200,VERDADEIRO,VERDADEIRO
PF051507,Food / Trail Mix / Does Not Contain Any Flour / Contains a Confection Item (Candy / Caramel Popcorn / Confection Nuts or Fruits) / Individual Sized Portion / Equal To  2.499 Ounces Or Less ,PF051506,VERDADEIRO,VERDADEIRO
PF052025,Beverage / Nutrition Label / Non Carbonated / Sweetened / Fruit Juice = 0% / Ready-to-Drink,PF050200,VERDADEIRO,VERDADEIRO
PF052234,Beverage / Water / Supplement Label / Non Carbonated / Sweetened / Flavored / No Juice,PF050200,VERDADEIRO,VERDADEIRO
PF051514,Food / Candy / Twix / Full Size Bars / Family Pack / 10 count,PF050309,VERDADEIRO,VERDADEIRO
PF051378,Food / Dried Fruit / Sweetened,PF050300,VERDADEIRO,VERDADEIRO
PC041034,Athletic Supporters With A Cup,PC040400,VERDADEIRO,VERDADEIRO
PF050667,Food With A Supplement Label / Items With A Supp Label But Could Commonly Be Thought of As Food / Flax Seed Oil,PF050600,VERDADEIRO,VERDADEIRO
PB100817,Comic Books,PB100000,VERDADEIRO,VERDADEIRO
PF051722,Popsicles And Italian Ices (Containing Less Than or Equal to 50% Juice) Packaged Equal To Or Greater Than A Pint (16 oz),PF050900,VERDADEIRO,VERDADEIRO
PF052026,Beverage / Nutrition Label / Non Carbonated / Fruit Juice = 0.1% to 9.99% / Ready to Drink (RTD),PF050200,VERDADEIRO,VERDADEIRO
PF040733,WV State Flag,PF040000,VERDADEIRO,VERDADEIRO
PF050094,"Food & Food Ingredients - Ready Meals (Sweets, Confectionery, Savory Snack Products)",PF050000,VERDADEIRO,VERDADEIRO
PF050119,Food & Food Ingredients - Coated Granola cereal bars (not flour-based),PF050300,VERDADEIRO,VERDADEIRO
PF051890,"Beverage/Nutrition Label/Non Carbonated/Contains Milk, Soy, Whey or Rice  and a juice content of 70-99%/RTD: Non-body builder, non-athlete products. Have added protein or claims of lots of protein and are designed to remedy a dietary deficiency",PF050200,VERDADEIRO,VERDADEIRO
PF052139,Beverage / Nutrition Label / Powdered Drink Mix / Sweetened / Intended to Be Mixed With Milk,PF050200,VERDADEIRO,VERDADEIRO
PB040000,"Bicycles, tricycles, motorcycles and similar equipment, and parts",P0000000,VERDADEIRO,FALSO
INTERNAL,AvaLocal Tax Rule Sync,,FALSO,FALSO
PB500000,Checkout Bag (any material),P0000000,VERDADEIRO,VERDADEIRO
PB500001,Checkout Bag (any material; for use by retailers not passing a Bag Tax on to customers when wholesaler already collected the Bag Tax; *See Additional Code Description),PB500000,VERDADEIRO,VERDADEIRO
PB500100,Checkout Bag (paper),PB500000,VERDADEIRO,VERDADEIRO
PB500101,Checkout Bag (paper; max. capacity 8# (approx. 5.2L); contains min. 20% postconsumer material; is compostable and recyclable; label shows percentage of recycled content),PB500100,VERDADEIRO,VERDADEIRO
PB500102,"Checkout Bag (paper; min. capacity 1/8th barrel (approx. 14.5L); contains min. 40% postconsumer material and no old growth fiber; is compostable and recyclable; label shows Recyclable, % of recycled content, name and location of manufacturer)",PB500100,VERDADEIRO,VERDADEIRO
PB500200,Checkout Bag (plastic),PB500000,VERDADEIRO,VERDADEIRO
PB500201,Checkout Bag (plastic; min. 4 mils thick; for long-term re-use),PB500200,VERDADEIRO,VERDADEIRO
PB500202,"Checkout Bag (plastic; min. 2.25 mils thick; for long-term re-use; min. capacity 15L; washable/disinfectable; label shows name and location of manufacturer, true statement that bag contains no heavy metals, percentage of postconsumer material, if any)",PB500200,VERDADEIRO,VERDADEIRO
PB500300,Checkout Bag (cloth),PB500000,VERDADEIRO,VERDADEIRO
PB500301,"Checkout Bag (cloth; for long-term re-use; min. capacity 15L; washable/disinfectable; label shows name and location of manufacturer, true statement that bag contains no heavy metals, percentage of postconsumer material, if any)",PB500300,VERDADEIRO,VERDADEIRO
SL090000,Lodging Parent Tax Code,,FALSO,FALSO
SL090100,Room or unit accommodation services for visitors: Commercial Lodging,55197,FALSO,FALSO
PR061200,Golf Cart Rental,PR060000,VERDADEIRO,VERDADEIRO
PH405210,Lotion - non-medicated,1140,VERDADEIRO,VERDADEIRO
PH050529,Hair Extensions,PH050500,VERDADEIRO,VERDADEIRO
PL018834,Labels & Price Tags not Attached to Merchandise,P0000000,VERDADEIRO,VERDADEIRO
PH400906,Exfoliation Tools,1140,VERDADEIRO,VERDADEIRO
PT118906,Tools,P0000000,VERDADEIRO,VERDADEIRO
PI040578,Non-Medicated Baby Powder,PI040000,VERDADEIRO,VERDADEIRO
PH400970,Lip Balm (Without Sunscreen),1140,VERDADEIRO,VERDADEIRO
PH400778,Dental Hygiene Products: Breath Spray,0900,VERDADEIRO,VERDADEIRO
PF232402,Fixtures,P0000000,VERDADEIRO,VERDADEIRO
PF050069,"Food & Food Ingredients -Potato snacks, unshelled roasted and/or salted nuts, and similar products",PF050900,VERDADEIRO,VERDADEIRO
PC040501,Clothing And Related Products (Business-To-Customer) - Children's Clothing (below age 11),PC040500,VERDADEIRO,VERDADEIRO
PH101013,Manual Can Openers,PH100000,VERDADEIRO,VERDADEIRO
PH403683,Equipment:  Humidifier / Dehumidifier,0750,VERDADEIRO,VERDADEIRO
PR082546,Rental or Lease / $1 Option Buyout Lease / Tangible Personal Property,,VERDADEIRO,VERDADEIRO
PG068810,Glassware,P0000000,VERDADEIRO,VERDADEIRO
PM008826,Heavy Equipment Parts and Accessories,P0000000,VERDADEIRO,VERDADEIRO
PH050530,Miscellaneous Beauty Aids,PH050500,VERDADEIRO,VERDADEIRO
PH400922,Foot Care Supplies - Non-Medicated,1140,VERDADEIRO,VERDADEIRO
PI040594,Baby Oil,PI040000,VERDADEIRO,VERDADEIRO
PH400787,Dental Hygiene Products: Antiseptic Mouth Wash,0900,VERDADEIRO,VERDADEIRO
PW032474,Window treatments - Ready made,P0000000,VERDADEIRO,VERDADEIRO
PF050081,Food & Food Ingredients - Yogurt,PF050000,VERDADEIRO,VERDADEIRO
PC040502,Clothing And Related Products (Business-To-Customer) - Children's Clothing (ages 11 - 14),PC040500,VERDADEIRO,VERDADEIRO
PH101014,Fire Extinguisher,PH100000,VERDADEIRO,VERDADEIRO
PH400986,Lotions - Non-Medicated (With Sunscreen),1140,VERDADEIRO,VERDADEIRO
S0557082,Specifically Taxed Services,S0000000,FALSO,VERDADEIRO
PH403684,Equipment:  Humidifier / Dehumidifier Replacement Parts,0750,VERDADEIRO,VERDADEIRO
PR082626,Rental or Lease / Capital Lease (Financing Lease) / Tangible Personal Property,,VERDADEIRO,VERDADEIRO
PH050531,Nail Products & Accessories,PH050500,VERDADEIRO,VERDADEIRO
PH400930,Fragrance,1140,VERDADEIRO,VERDADEIRO
PH403010,Hospital Furniture,0110,VERDADEIRO,VERDADEIRO
PH400788,Dental Hygiene Products: Non-Medicated Mouth Rinse,0900,VERDADEIRO,VERDADEIRO
PM030812,Magazines Published 2 or 3 Times a Year,PM030000,VERDADEIRO,VERDADEIRO
PF050088,Food & Food Ingredients - Cheeses and Foie,PF050000,VERDADEIRO,VERDADEIRO
PC040503,Clothing And Related Products (Business-To-Customer) - Children's Footwear (below age 11),PC040500,VERDADEIRO,VERDADEIRO
PH101015,Power Inverters & Interverter Power Cables,PH100000,VERDADEIRO,VERDADEIRO
PH405324,Non-Sterile Cotton,1150,VERDADEIRO,VERDADEIRO
PM062306,Maps,P0000000,VERDADEIRO,VERDADEIRO
PH400994,Lotions - Non-Medicated (Without Sunscreen),1140,VERDADEIRO,VERDADEIRO
PH403699,Breast Feeding:  Breast Milk Storage Bags / Breast Cream (Lanolin) / Softcup Feeders / Finger Feeders / Haberman Feeders / Supplemental Nursing Systems / Periodontal Syringes,0760,VERDADEIRO,VERDADEIRO
PH404228,Medical Supplies - General: Condoms (Includes Flavored BUT NOT Edible) and Female Barriers Without Spermicide,0810,VERDADEIRO,VERDADEIRO
PH000802,Toothbrushes & Floss,PH050500,VERDADEIRO,VERDADEIRO
PH405338,Batteries - non hearing aid,1210,VERDADEIRO,VERDADEIRO
PH400938,Hair Removal Products,1140,VERDADEIRO,VERDADEIRO
PI041074,Crib Blankets,PI040000,VERDADEIRO,VERDADEIRO
PF050673,Nutrition Bars: Nutrition Label / SNAP Eligible / DO NOT Contain FLOUR,PF050719,VERDADEIRO,VERDADEIRO
PA020738,"Food for farm animals, wild animals, or game",PA020100,VERDADEIRO,VERDADEIRO
PS081250,Sewing Supplies (Non-Commercial Use) - Sewing Supplies (Non-Commercial Use) - Clothing Dye,PS080100,VERDADEIRO,VERDADEIRO
SF072442,Furniture Repair - Upholstery - Fabrication and materials from upholsterer,SF070200,FALSO,VERDADEIRO
PH400789,Dental Hygiene Products: Mouth Wash w/ Drug Facts Panel,0900,VERDADEIRO,VERDADEIRO
PH101016,Ratchet Straps,PH100000,VERDADEIRO,VERDADEIRO
PH050533,Toothpaste Bearing a Drug Facts Panel,PH050000,VERDADEIRO,VERDADEIRO
SP106394,Publishing/Printing - Copying Services,SP100000,FALSO,VERDADEIRO
PH401002,Shampoos & Conditioners - Non-Medicated,1140,VERDADEIRO,VERDADEIRO
PS081266,Sewing Supplies (Non-Commercial Use) - Decorative Patches / Iron On Transfers / Girl And Boy Scout Patches,P0000000,VERDADEIRO,VERDADEIRO
PH403706,Camera and accessories,0760,VERDADEIRO,VERDADEIRO
PH405354,Bulbs - replacement light,1210,VERDADEIRO,VERDADEIRO
PH400946,Hair Spray & Hair Gels,1140,VERDADEIRO,VERDADEIRO
PC078954,Computer Hardware (B2B) - IT Equipment - Servers,PC070000,VERDADEIRO,VERDADEIRO
PH060754,Candles and Candle Accessories,PH060000,VERDADEIRO,VERDADEIRO
PP050736,Pet Supplies - Domestic pet - Pet Supplements,PP050100,VERDADEIRO,VERDADEIRO
PH050461,Sunglasses without prescription,PH050400,VERDADEIRO,VERDADEIRO
PH101017,Smoke Dectectors,PH100000,VERDADEIRO,VERDADEIRO
PH400954,Hair Treatment Products - Non Medicated,1140,VERDADEIRO,VERDADEIRO
PH401010,Skin Care Kits,1140,VERDADEIRO,VERDADEIRO
PH060762,Home Fragrance,PH060000,VERDADEIRO,VERDADEIRO
PH400834,Bath Products,1140,VERDADEIRO,VERDADEIRO
PP050737,Pet Supplies - Domestic pet - Flea And Tick Treatments For Pets,PP050100,VERDADEIRO,VERDADEIRO
PS101298,Shoe Polish / Shoe Wax / Shoe Paste / Mink Oil ,PS100000,VERDADEIRO,VERDADEIRO
PH050463,Sunglass Frames without prescription.,PH050400,VERDADEIRO,VERDADEIRO
PH101018,Water Storage Containers,PH100000,VERDADEIRO,VERDADEIRO
PH060770,Towels,PH060000,VERDADEIRO,VERDADEIRO
PH400842,Blotting Paper,1140,VERDADEIRO,VERDADEIRO
PH108866,Power Generator,PH100000,VERDADEIRO,VERDADEIRO
PS118898,Store Signs not Attached to Realty,PS110000,VERDADEIRO,VERDADEIRO
PF052202,Beverage / Water / Nutrition Label / Artificially Carbonated / Unsweetened / Flavored,PF050100,VERDADEIRO,VERDADEIRO
PC088954,Computer Hardware (B2C) - IT Equipment - Servers,PC080000,VERDADEIRO,VERDADEIRO
PP051195,Pet Supplies - Domestic pet - Pet Food:  Includes: Snacks / Treats,PP050100,VERDADEIRO,VERDADEIRO
PH401018,Sunscreen with less than SPF 8,1140,VERDADEIRO,VERDADEIRO
PH400955,Dandruff Preparations And Shampoos,1140,VERDADEIRO,VERDADEIRO
PH050465,Package - Non-Rx Lens package ,PH050400,VERDADEIRO,VERDADEIRO
PH403915,Home Care: Utensils / Shampoo Basins and Bathtubs / Zipper Pulls / Shoe Horns / Sock Pulls / Miscellaneous Items / Other,0760,VERDADEIRO,VERDADEIRO
PH050526,Eyelashes,PH050500,VERDADEIRO,VERDADEIRO
PH400882,Cosmetics - Non-Medicated (With Sunscreen),1140,VERDADEIRO,VERDADEIRO
PP198874,Promotional Merchandise,P0000000,VERDADEIRO,VERDADEIRO
PH400958,Lice Treatment: Combination Products With Treatments and Combs / Lice Combs Only / Lice Bedding & Furniture Sprays,1140,VERDADEIRO,VERDADEIRO
PH401019,Sun Blocks And Sun Screens,1140,VERDADEIRO,VERDADEIRO
PH060771,"Bedding, Blankets, Bath Rugs/Mats, Pillows, Shower Curtains",PH060000,VERDADEIRO,VERDADEIRO
PH405010,Cushions,1000,VERDADEIRO,VERDADEIRO
PH050527,General Cosmetic Tools,PH050500,VERDADEIRO,VERDADEIRO
PH400962,Lip Balm (With Sunscreen),1140,VERDADEIRO,VERDADEIRO
PH400653,Contact Lens Rewetting Solutions / Contact Lens Lubricants,0390,VERDADEIRO,VERDADEIRO
PH400898,Deodorants,0900,VERDADEIRO,VERDADEIRO
PF220744,Fireworks Excluding Sparklers and Novelties,PF220000,VERDADEIRO,VERDADEIRO
PH401021,Non-Medicated Cosmetic Feminine Hygiene Items / Feminine Wipes,1140,VERDADEIRO,VERDADEIRO
PF012394,Fabric Non-Commercial - Fabric (non-clothes use),PF010200,VERDADEIRO,VERDADEIRO
PH101011,Duct Tape,PH100000,VERDADEIRO,VERDADEIRO
PR060298,Rental or Lease / Operating Lease / Backhoe Without an Operator / 30 Days or Less,,VERDADEIRO,VERDADEIRO
PH050528,Hair Dye Products,PH050500,VERDADEIRO,VERDADEIRO
PH400899,Antiperspirants,0900,VERDADEIRO,VERDADEIRO
PC031210,Gloves:  Work / Chore / Garden / Jersey,PC030100,VERDADEIRO,VERDADEIRO
PF220745,Fireworks: Sparklers and Novelties (Party Poppers / Ammo for Cap Gun),PF220000,VERDADEIRO,VERDADEIRO
PH400963,Non-Medicated Lip Balms / Contains Sunscreen - Less Than 2 SPF / Drug Facts Panel,1140,VERDADEIRO,VERDADEIRO
PH101012,Bungee Cords & Rope,PH100000,VERDADEIRO,VERDADEIRO
PP050100,Pet and Pet Supplies,P0000000,VERDADEIRO,FALSO
SM076818,Moving Services,S0000000,FALSO,VERDADEIRO
PH050111,Health Care Products - Medical oxygen for animal use without a prescription,PP052400,VERDADEIRO,VERDADEIRO
SA040000,Pet Services,S0000000,FALSO,FALSO
SP156226,Project Management Services,SP150000,FALSO,VERDADEIRO
PH050112,Health Care Products - Medical oxygen for animal use with a prescription,PP052400,VERDADEIRO,VERDADEIRO
PP030300,Paper Products For Commercial Use,P0000000,VERDADEIRO,VERDADEIRO
OA029338,Admissions - Participatory Sports or Games,OA020000,FALSO,VERDADEIRO
ON030000,Non-Taxable Transaction,O0000000,FALSO,VERDADEIRO
OC040100,Convenience Fee Associated with the Sale of Green Fees for Municipally Owned Golf Course,OC040000,FALSO,VERDADEIRO
OC040200,Convenience Fee Associated with the Sale of Green Fees for Privately Owned Golf Course,OC040000,FALSO,VERDADEIRO
PM020700,Manufacturing Machinery,P0000000,VERDADEIRO,VERDADEIRO
PF050131,Food and Food ingredients - Ice Cream / Packaged / 500g (17.34z) or 500ml (16.9 fl oz) or more,PF050300,VERDADEIRO,FALSO
PF050228,"Beverage / Nutrition Label / Beverages (milks) made from non-animal sources, such as soy, rice, or almond milk / 600ml (20.288 fl oz) or more",PF050210,VERDADEIRO,FALSO
PF050241,Food And Food Ingredients-beverages (non-carbonated beverages)-100% juice content / 600ml (20.288 fl oz) or more,PF050200,VERDADEIRO,FALSO
PF051691,Ice Cream Novelties Packaged (Not Water Based Novelties) / Packaged / 500g (17.64z) or 500ml (16.9 fl oz) or more,PF050900,VERDADEIRO,FALSO
PF051795,Non-Alcoholic Cocktail Mixes: 25 - 50% Juice / 600ml (20.288 fl oz) or more,PF050200,VERDADEIRO,FALSO
PF051867,"Beverage / Nutrition Label / Non Carbonated / Contains Milk, Soy, Whey or Rice / Juice Content 25% - 50% / RTD / 600ml (20.288 fl oz) or more",PF050200,VERDADEIRO,FALSO
PF051907,Beverage / Nutrition Label / Coffee / Contains Milk / Ready to Drink (RTD) / 600ml (20.288 fl oz) or more,PF050200,VERDADEIRO,FALSO
PF052083,Beverage / Nutrition Label / Non Carbonated / Fruit Juice = 25% to 50% / Ready to Drink (RTD) / 600ml (20.288 fl oz) or more,PF050200,VERDADEIRO,FALSO
PF052115,Beverage / Nutrition Label / Non Carbonated / Fruit Juice = 70% to 99.99% / Ready to Drink (RTD) / 600ml (20.288 fl oz) or more,PF050200,VERDADEIRO,FALSO
PF052156,Beverage / Nutrition Label / Non Carbonated / Vegetable Juice = 100% / Ready to Drink (RTD) / 600ml (20.288 fl oz) or more,PF050200,VERDADEIRO,FALSO
PF052179,Beverage / Nutrition Label / Non Carbonated / Vegetable Juice = 70% to 99.99% / Ready to Drink (RTD) / 600ml (20.288 fl oz) or more,PF050200,VERDADEIRO,FALSO
