Column1.taxCode,Column1.description,Column1.parentTaxCode,Column1.isPhysical,Column1.isActive
PF052188,Beverage / Nutrition Label / Non Carbonated / Vegetable Juice = 10% to 24.99% / RTD / 600ml (20.288 fl oz) or more,PF050200,VERDADEIRO,FALSO
PH101150,Hatchets and Axes,PH100000,VERDADEIRO,VERDADEIRO
PM020704,Repair or Replacement Parts for Manufacturing Machinery,P0000000,VERDADEIRO,VERDADEIRO
OD020320,Dues/Membership - with No Transfer of TPP (Retail Shopping Club),O0000000,FALSO,VERDADEIRO
PF050136,"Food & Food Ingredients - Prepackaged, ready-to-eat, puddings and gelatin in multipacks or containers 425g (15z) or more",PF050300,VERDADEIRO,FALSO
PF050229,Beverage / Unflavored Milk from animal source / Less than 600ml (20.288 fl oz),PF050210,VERDADEIRO,FALSO
PF050240,"Food And Food Ingredients-beverages (non-carbonated beverages)-Tea (liquid, unsweetened) / 600ml (20.288 fl oz) or more",PF050200,VERDADEIRO,FALSO
PF050244,Food And Food Ingredients-beverages (non-carbonated beverages)-Water (plain bottled) / 600ml (20.288 fl oz) or more,PF050200,VERDADEIRO,FALSO
PF051787,Non-Alcoholic Cocktail Mixes: Containing 100% Juice / 600ml (20.288 fl oz) or more,PF050200,VERDADEIRO,FALSO
PF051803,Non-Alcoholic Cocktail Mixes: Containing  51-99% Juice - Most Bloody Mary Mixes / 600ml (20.288 fl oz) or more,PF050200,VERDADEIRO,FALSO
PF051891,"Beverage/Nutrition Label/Non Carbonated/Contains Milk, Soy, Whey or Rice  and a juice content of 70-99%/RTD / 600ml (20.288 fl oz) or more",PF050200,VERDADEIRO,FALSO
PF051963,Beverage / Nutrition Label / Tea & Coffee / Sweetened / No Milk or Milk Derivatives / Ready to Drink (RTD) / 600ml (20.288 fl oz) or more,PF050200,VERDADEIRO,FALSO
PF052099,Beverage / Nutrition Label / Non Carbonated / Fruit Juice = 50.01% to 69.99% / Ready to Drink (RTD) / 600ml (20.288 fl oz) or more,PF050200,VERDADEIRO,FALSO
PF052155,Beverage / Nutrition Label / Non Carbonated / Vegetable Juice = 25% to 50.00% / Ready to Drink (RTD) / 600ml (20.288 fl oz) or more,PF050200,VERDADEIRO,FALSO
PF052171,Beverage / Nutrition Label / Non Carbonated / Vegetable Juice = 50.01% to 69.99% / Ready to Drink (RTD) / 600ml (20.288 fl oz) or more,PF050200,VERDADEIRO,FALSO
PF052187,Beverage / Nutrition Label / Non Carbonated / Vegetable Juice = 0.1% to 9.99% / RTD / 600ml (20.288 fl oz) or more,PF050200,VERDADEIRO,FALSO
PH403701,Breast Feeding: Breast Milk Storage Bags,PH050000,VERDADEIRO,FALSO
PB040100,Bicycle - Wheel diameter >14 inches - costing =>$200,PB040000,VERDADEIRO,VERDADEIRO
PB040101,Bicycle - Wheel diameter >14 inches - costing <$200,PB040000,VERDADEIRO,VERDADEIRO
PB040102,Bicycle - Wheel diameter <14 inches - costing =>$200,PB040000,VERDADEIRO,VERDADEIRO
PB040103,Bicycle - Wheel diameter <14 inches - costing <$200,PB040000,VERDADEIRO,VERDADEIRO
PS078938,Security Systems,PS070000,VERDADEIRO,VERDADEIRO
PF199609,Irish Peat Turf and Logs,PF190200,VERDADEIRO,VERDADEIRO
PF050002,Food And Food Ingredients - Food for Home Consumption or Basic Groceries,PF050000,VERDADEIRO,VERDADEIRO
PP052552,Pet - Prosthetic Devices - Dental prosthesis with a prescription,PP052550,VERDADEIRO,VERDADEIRO
PP051197,Pet Supplies - Pet Food with a prescription: Includes: Snacks / Treats,PP050100,VERDADEIRO,VERDADEIRO
PP052252,Pet - Orthopedic Supplies,PP052250,VERDADEIRO,VERDADEIRO
PP052352,Pet - Dental Hygiene Products - Toothbrushes,PP052350,VERDADEIRO,VERDADEIRO
PP052109,"Pet - Syringes - not used by a veterinary hospital, clinic or office",PP052100,VERDADEIRO,VERDADEIRO
PS081274,Sewing Thread / Carpet Thread,PS080100,VERDADEIRO,VERDADEIRO
PA020661,Bulbs Fruit And Vegetable (Onions /  Potatoes),PA020200,VERDADEIRO,VERDADEIRO
PF199610,Fire Wood And Kindling,PF190200,VERDADEIRO,VERDADEIRO
PF199611,Processed Logs And Starters (DuraFlame),PF190200,VERDADEIRO,VERDADEIRO
PP030001,Toilet Tissue / Toilet Wet Wipes / Moist Towelettes/ Incontinence Wipes / Baby Wet Wipes,PP030000,VERDADEIRO,VERDADEIRO
PF050227,"Beverage / Nutrition Label / Beverages (milks) made from non-animal sources, such as soy, rice, or almond milk",PF050210,VERDADEIRO,VERDADEIRO
PF050125,"Food and food ingredients - Prepackaged, ready-to-eat, puddings and gelatin specifically for babies",PF050000,VERDADEIRO,VERDADEIRO
PF050126,Food and food ingredients - Granola,PF050000,VERDADEIRO,VERDADEIRO
PC070110,"Laptop computers, Notebook computers, Tablet computers, Netbook computers, Notepads, Mini notebooks, Lapdocks, and Devices commonly called Ultra Mobile PCs (UMPC) that utilize touch-sensitive screens, and that can operate the same, sold to Business",PC070000,VERDADEIRO,VERDADEIRO
PB100500,Books/other media published and sold by a 501(c)(3) (US) or qualified charitable (non-US) organization for the purpose of furthering its own mission,P0000000,VERDADEIRO,VERDADEIRO
PP051200,"Pet Supplies - Pet Vitamins with a prescription in pill, softgel or tablet form",PP050100,VERDADEIRO,VERDADEIRO
PP052106,"Pet - Eye drops, without a prescription",PP052100,VERDADEIRO,VERDADEIRO
PP052301,Pet - Shampoo - Medicated - without a prescription,PP052300,VERDADEIRO,VERDADEIRO
PP052501,"Pet - Mobility enhancing equipment, for home use, without a prescription",PP052500,VERDADEIRO,VERDADEIRO
PP052603,Pet - Warming blanket usage fees - during and post surgery,PP052600,VERDADEIRO,VERDADEIRO
PP052111,Pet - Tape - adhesive,PP052100,VERDADEIRO,VERDADEIRO
PP052302,Pet - Shampoo - Medicated - with a prescription,PP052300,VERDADEIRO,VERDADEIRO
PP052451,Pet - Feeding tubes without a prescription,PP052450,VERDADEIRO,VERDADEIRO
PP051198,Pet Supplies - Pet Vitamins with a prescription: Includes: Snacks / Treats,PP050100,VERDADEIRO,VERDADEIRO
PP052112,Pet - Bandages - Gauze,PP052100,VERDADEIRO,VERDADEIRO
PP052303,"Pet - Lotions, creams and ointments - Medicated - without a prescription",PP052300,VERDADEIRO,VERDADEIRO
PP052452,Pet - Feeding tubes with a prescription,PP052450,VERDADEIRO,VERDADEIRO
PP052601,Pet - Facility fee charged for surgery,PP052600,VERDADEIRO,VERDADEIRO
PP051199,Pet Supplies - Pill pockets for home use,PP050100,VERDADEIRO,VERDADEIRO
PP052105,"Pet - Sharps disposal container, for home use",PP052100,VERDADEIRO,VERDADEIRO
PP052602,Pet - Medical equipment usage fees,PP052600,VERDADEIRO,VERDADEIRO
PR060260,"Rental / Leases of Tangible Personal Property Pursuant to a Rental-Purchase Agreement (Rent-to-Own) excluding  rentals of Audio Media, Audio Equipment or Furniture.  NOTE:  Use of this code will apply Chicago Personal Property Lease Transaction Tax.",PR060000,VERDADEIRO,FALSO
PP030771,Household Paper: Toilet Seat Covers / Freezer Wrap And Tape / Placemats / Tablecovers / Baking Cups / Bags / Dinnerware / Coffee Filters / Napkins / Facial Tissue / Towels / Waxed / Vacuum Bags,PP030000,VERDADEIRO,VERDADEIRO
PF199606,Charcoal,PF190200,VERDADEIRO,VERDADEIRO
PR097018,Safe Deposit Box Rentals,P0000000,VERDADEIRO,VERDADEIRO
PP051196,Pet Medications,PP050100,VERDADEIRO,VERDADEIRO
SC100603,"Computer Software Maintenance (prewritten software) - Mandatory Agreement - Separately Stated Charges - Updates in Tangible Form - Upgrades, Bug Fixes, etc.",SC100600,VERDADEIRO,VERDADEIRO
PC080110,"Laptop computers, Notebook computers, Tablet computers, Netbook computers, Notepads, Mini notebooks, Lapdocks, and Devices commonly called Ultra Mobile PCs (UMPC) that utilize touch-sensitive screens, and that can operate the same, sold to Consumer",PC080000,VERDADEIRO,VERDADEIRO
PC090200,Desktop Computer without a Display,P0000000,VERDADEIRO,VERDADEIRO
PP052151,Pet - Drug testing kits for home use,PP052150,VERDADEIRO,VERDADEIRO
PP052351,Pet - Dental Hygiene Products - Mouthwash,PP052350,VERDADEIRO,VERDADEIRO
PP052502,"Pet - Mobility enhancing equipment, for home use, with a prescription",PP052500,VERDADEIRO,VERDADEIRO
PP052108,Pet - Ear washes,PP052100,VERDADEIRO,VERDADEIRO
PP052101,Pet - Pill cutter,PP052100,VERDADEIRO,VERDADEIRO
PP052304,"Pet - Lotions, creams and ointments - Medicated - with a prescription",PP052300,VERDADEIRO,VERDADEIRO
PP052551,Pet - Prosthetic Devices - Dental prosthesis without a prescription,PP052550,VERDADEIRO,VERDADEIRO
PR060777,Rental / Lease of Tangible Personal Property Pursuant to a Rental-Purchase Agreement (Rent-to-Own) NOTE:  The code only applies Illinois Rental Purchase Agreement Occupation Tax.  ,PR060000,VERDADEIRO,FALSO
PF050422,"Food combo pack #20 - Food 0%-50%, Dietary Supplements 1%-89%, Hard Goods 11%-49%",P0000000,VERDADEIRO,VERDADEIRO
PF050427,"Food combo pack #25 - Food 51%-74%, Dietary Supplements 1%-24%, Hard Goods 25%-48%",P0000000,VERDADEIRO,VERDADEIRO
PF050418,"Food combo pack #16 - Food 51%-74%, Dietary Supplements 26%-49%",P0000000,VERDADEIRO,VERDADEIRO
PF050423,"Food combo pack #21 - Food 0%-50%, Dietary Supplements 1%-99%, Hard Goods 1%-10%",P0000000,VERDADEIRO,VERDADEIRO
PF050428,"Food combo pack #26 - Food 75%-88%, Dietary Supplements 1%-14%, Hard Goods 11%-24%",P0000000,VERDADEIRO,VERDADEIRO
PF050419,"Food combo pack #17 - Food 75%-89%, Dietary Supplements 11%-25%",P0000000,VERDADEIRO,VERDADEIRO
PF050424,"Food combo pack #22 - Food 0%-50%, Dietary Supplements 0%-50%, Hard Goods 50%-100%",P0000000,VERDADEIRO,VERDADEIRO
PF050429,"Food combo pack #27 - Food 90%-98%, Dietary Supplements 1%-9%, Hard Goods 1%-9%",P0000000,VERDADEIRO,VERDADEIRO
PF050420,"Food combo pack #18 - Food 90%-99%, Dietary Supplements 1%-10%",P0000000,VERDADEIRO,VERDADEIRO
PF050425,"Food combo pack #23 - Food 51%-74%, Dietary Supplements 26%-49%, Hard Goods 1%-10%",P0000000,VERDADEIRO,VERDADEIRO
PF050421,"Food combo pack #19 - Food 1%-50%, Dietary Supplements 50%-99%",P0000000,VERDADEIRO,VERDADEIRO
PF050426,"Food combo pack #24 - Food 75%-89%, Dietary Supplements 1%-24%, Hard Goods 1%-10%",P0000000,VERDADEIRO,VERDADEIRO
PA0000000,Product / Food,P00000000,VERDADEIRO,FALSO
PA0100100,Product / Food / Self-Service Food / Salad Bar,PA0100000,VERDADEIRO,FALSO
SG030100,"Gift-Wrapping Service, optional, associated with the sale of TPP",SG030000,FALSO,VERDADEIRO
SG030200,"Gift-Wrapping Service, not associated with the sale of TPP",SG030000,FALSO,VERDADEIRO
PH402850,Diapers - Childrens,0040,VERDADEIRO,VERDADEIRO
PB0000000,Product / Consumer Electronics,P00000000,VERDADEIRO,FALSO
PB0010000,Product / Consumer Electronics / Portable Electronics,PB0000000,VERDADEIRO,VERDADEIRO
PB0010100,Product / Consumer Electronics / Portable Electronics / Radios,PB0010000,VERDADEIRO,VERDADEIRO
PB0010101,Product / Consumer Electronics / Portable Electronics / Radios / Clock Radio,PB0010100,VERDADEIRO,VERDADEIRO
PB0010102,Product / Consumer Electronics / Portable Electronics / Radios / Wi-Fi Internet Radio,PB0010100,VERDADEIRO,VERDADEIRO
PB0010103,Product / Consumer Electronics / Portable Electronics / Radios / Lamp with embedded Radio Alarm Clock,PB0010100,VERDADEIRO,VERDADEIRO
PB0010104,"Product / Consumer Electronics / Portable Electronics / Radios / Citizen Band (""CB"") Radio",PB0010100,VERDADEIRO,VERDADEIRO
PB0010105,"Product / Consumer Electronics / Portable Electronics / Radios / FRS or GMRS (""Walkie-Talkies"")",PB0010100,VERDADEIRO,VERDADEIRO
PB0010106,Product / Consumer Electronics / Portable Electronics / Radios / Personal FM Transmitter,PB0010100,VERDADEIRO,VERDADEIRO
PB0010107,Product / Consumer Electronics / Portable Electronics / Radios / Portable Audio Monitor,PB0010100,VERDADEIRO,VERDADEIRO
PB0010108,Product / Consumer Electronics / Portable Electronics / Radios / Satellite Radio,PB0010100,VERDADEIRO,VERDADEIRO
PB0010200,Product / Consumer Electronics / Portable Electronics / Playback and Recording Devices,PB0010000,VERDADEIRO,VERDADEIRO
PB0010201,Product / Consumer Electronics / Portable Electronics / Playback and Recording Devices / Portable Stereos,PB0010200,VERDADEIRO,VERDADEIRO
PB0010202,Product / Consumer Electronics / Portable Electronics / Playback and Recording Devices / Portable Docking Stations,PB0010200,VERDADEIRO,VERDADEIRO
PB0010203,Product / Consumer Electronics / Portable Electronics / Playback and Recording Devices / Portable Physical Media Player or Recorder,PB0010200,VERDADEIRO,VERDADEIRO
PB0010204,Product / Consumer Electronics / Portable Electronics / Playback and Recording Devices / Portable Digital Media Player,PB0010200,VERDADEIRO,VERDADEIRO
PB0010205,Product / Consumer Electronics / Portable Electronics / Playback and Recording Devices / Headphones,PB0010200,VERDADEIRO,VERDADEIRO
PB0010206,Product / Consumer Electronics / Portable Electronics / Playback and Recording Devices / Amplifier,PB0010200,VERDADEIRO,VERDADEIRO
PB0010207,Product / Consumer Electronics / Portable Electronics / Playback and Recording Devices / Microphone,PB0010200,VERDADEIRO,VERDADEIRO
PB0010300,Product / Consumer Electronics / Portable Electronics / Cameras and Photographic Equipment,PB0010000,VERDADEIRO,VERDADEIRO
PB0010301,Product / Consumer Electronics / Portable Electronics / Cameras and Photographic Equipment / Camera,PB0010300,VERDADEIRO,VERDADEIRO
PB0010302,Product / Consumer Electronics / Portable Electronics / Cameras and Photographic Equipment / Camera Lenses,PB0010300,VERDADEIRO,VERDADEIRO
PB0010303,Product / Consumer Electronics / Portable Electronics / Cameras and Photographic Equipment / Camera Flashes,PB0010300,VERDADEIRO,VERDADEIRO
PB0010304,Product / Consumer Electronics / Portable Electronics / Cameras and Photographic Equipment / Video Camera,PB0010300,VERDADEIRO,VERDADEIRO
PB0010305,Product / Consumer Electronics / Portable Electronics / Cameras and Photographic Equipment / Webcam,PB0010300,VERDADEIRO,VERDADEIRO
PB0010306,Product / Consumer Electronics / Portable Electronics / Cameras and Photographic Equipment / Portable Video Monitoring System,PB0010300,VERDADEIRO,VERDADEIRO
PB0010400,Product / Consumer Electronics / Portable Electronics / Portable Scanners and Printers,PB0010000,VERDADEIRO,VERDADEIRO
PB0010401,Product / Consumer Electronics / Portable Electronics / Portable Scanners and Printers / Portable Printer,PB0010400,VERDADEIRO,VERDADEIRO
PB0010402,Product / Consumer Electronics / Portable Electronics / Portable Scanners and Printers / Portable Label Maker,PB0010400,VERDADEIRO,VERDADEIRO
PB0010403,Product / Consumer Electronics / Portable Electronics / Portable Scanners and Printers / Pen Scanner,PB0010400,VERDADEIRO,VERDADEIRO
PB0010404,Product / Consumer Electronics / Portable Electronics / Portable Scanners and Printers / Portable Magnetic Stripe Reader,PB0010400,VERDADEIRO,VERDADEIRO
PB0010405,Product / Consumer Electronics / Portable Electronics / Portable Scanners and Printers / Handheld Barcode Scanner,PB0010400,VERDADEIRO,VERDADEIRO
PB0010406,Product / Consumer Electronics / Portable Electronics / Portable Scanners and Printers / Portable Receipt Printer,PB0010400,VERDADEIRO,VERDADEIRO
PB0010407,Product / Consumer Electronics / Portable Electronics / Portable Scanners and Printers / Wave Storage Device,PB0010400,VERDADEIRO,VERDADEIRO
PB0010408,Product / Consumer Electronics / Portable Electronics / Portable Scanners and Printers / Handheld Imager or Scanner,PB0010400,VERDADEIRO,VERDADEIRO
PB0010500,Product / Consumer Electronics / Portable Electronics / Personal Devices,PB0010000,VERDADEIRO,VERDADEIRO
PB0010501,Product / Consumer Electronics / Portable Electronics / Personal Devices / Digital Photo Key Chains,PB0010500,VERDADEIRO,VERDADEIRO
PB0010502,Product / Consumer Electronics / Portable Electronics / Personal Devices / Personal Digital Assistant (PDA),PB0010500,VERDADEIRO,VERDADEIRO
PB0010503,Product / Consumer Electronics / Portable Electronics / Personal Devices / Digital Picture Frame,PB0010500,VERDADEIRO,VERDADEIRO
PB0010504,Product / Consumer Electronics / Portable Electronics / Personal Devices / Handheld Video Game System,PB0010500,VERDADEIRO,VERDADEIRO
PB0010505,Product / Consumer Electronics / Portable Electronics / Personal Devices / E-book Reader,PB0010500,VERDADEIRO,VERDADEIRO
PB0010506,Product / Consumer Electronics / Portable Electronics / Personal Devices / Electronic Calculator,PB0010500,VERDADEIRO,VERDADEIRO
PB0010507,Product / Consumer Electronics / Portable Electronics / Personal Devices / Electronic Dictionary,PB0010500,VERDADEIRO,VERDADEIRO
PB0010508,Product / Consumer Electronics / Portable Electronics / Personal Devices / Sport or Leisure GPS,PB0010500,VERDADEIRO,VERDADEIRO
PB0010509,Product / Consumer Electronics / Portable Electronics / Personal Devices / Odometer,PB0010500,VERDADEIRO,VERDADEIRO
PB0010510,Product / Consumer Electronics / Portable Electronics / Personal Devices / White Noise Machine,PB0010500,VERDADEIRO,VERDADEIRO
PB0010511,Product / Consumer Electronics / Portable Electronics / Personal Devices / Recreational SONAR,PB0010500,VERDADEIRO,VERDADEIRO
PB0010512,Product / Consumer Electronics / Portable Electronics / Personal Devices / Portable Multimedia Projector,PB0010500,VERDADEIRO,VERDADEIRO
PB0010513,Product / Consumer Electronics / Portable Electronics / Personal Devices / Breathalyzer,PB0010500,VERDADEIRO,VERDADEIRO
PB0010514,Product / Consumer Electronics / Portable Electronics / Personal Devices / Handheld Mobile Computing Device,PB0010500,VERDADEIRO,VERDADEIRO
PB0010515,Product / Consumer Electronics / Portable Electronics / Personal Devices / HD Antenna,PB0010500,VERDADEIRO,VERDADEIRO
PB0010516,"Product / Consumer Electronics / Portable Electronics / Personal Devices / Satellite Receiver, hand-held",PB0010500,VERDADEIRO,VERDADEIRO
PI041082,Cloth Diapers,PI040000,VERDADEIRO,VERDADEIRO
OF040002,Original Interest,O0000000,FALSO,VERDADEIRO
OF040003,Re-Billed Interest,O0000000,FALSO,VERDADEIRO
OF040004,Third-Party Interest,O0000000,FALSO,VERDADEIRO
OE010220,Intercompany Expenses,OE010100,FALSO,FALSO
PM020790,Manufacturing parts billed on maintenance contracts,P0000000,VERDADEIRO,FALSO
SR060205,Repair labor on manufacturing equipment,SR060000,FALSO,FALSO
PF040739,POW Flags,PF040000,VERDADEIRO,VERDADEIRO
PF040740,Military Service Flags,PF040000,VERDADEIRO,VERDADEIRO
PM020755,Wear Parts > 3 years life ,P0000000,VERDADEIRO,VERDADEIRO
PM020757,Wear Parts < 1 year life,P0000000,VERDADEIRO,VERDADEIRO
PM020765,Lubricants and grease used and consumed within 25 days in the manufacturing process,P0000000,VERDADEIRO,VERDADEIRO
PE090001,Restaurant Industry - Cooking Equipment,PE090000,VERDADEIRO,VERDADEIRO
PE090003,Restaurant Industry - Preservation Equipment,PE090000,VERDADEIRO,VERDADEIRO
PE090005,Restaurant Industry - Beverage Equipment,PE090000,VERDADEIRO,VERDADEIRO
PE090007,Restaurant Industry - Food Preparation Equipment,PE090000,VERDADEIRO,VERDADEIRO
PE090009,Restaurant Industry - Warewash Equipment,PE090000,VERDADEIRO,VERDADEIRO
PE090100,Restaurant Industry - Smallwares,P0000000,VERDADEIRO,VERDADEIRO
PE090102,Restaurant Industry - Glassware,PE090100,VERDADEIRO,VERDADEIRO
PE090104,Restaurant Industry - Tabletop Items,PE090100,VERDADEIRO,VERDADEIRO
PE090106,Restaurant Industry - Janitorial Supplies,PE090100,VERDADEIRO,VERDADEIRO
PE090108,Restaurant Industry - Catering Supplies,PE090100,VERDADEIRO,VERDADEIRO
PE090300,Restaurant Industry - Disposables,P0000000,VERDADEIRO,VERDADEIRO
PE090500,Restaurant Industry - Kitchen Supplies,P0000000,VERDADEIRO,VERDADEIRO
PE090502,Restaurant Industry - Food Preparation Supplies,PE090500,VERDADEIRO,VERDADEIRO
PE090504,Restaurant Industry - Kitchen Racks and Shelving,PE090500,VERDADEIRO,VERDADEIRO
PE090700,Restaurant Industry - Bar Supplies,P0000000,VERDADEIRO,VERDADEIRO
PM020750,"Assembling, manufacturing or fabricating machinery and equipment used in existing facilities with a useful life of three years or more",P0000000,VERDADEIRO,VERDADEIRO
PM020756,Wear parts 1 to 3 years life,P0000000,VERDADEIRO,VERDADEIRO
PM020760,"Materials used and consumed in the assembling, manufacturing or fabricating process in existing facilities",P0000000,VERDADEIRO,VERDADEIRO
PM020770,Packaging equipment parts 1 to 3 years,P0000000,VERDADEIRO,VERDADEIRO
